week_start,customer_state,total_orders
2017-10-30,SP,357
2017-10-30,TO,1
2017-11-06,AC,1
2017-11-06,AL,1
2017-11-06,AM,2
2017-11-06,BA,31
2017-11-06,CE,20
2017-11-06,DF,23
2017-11-06,ES,28
2017-11-06,GO,24
2017-11-06,MA,8
2017-11-06,MG,136
2017-11-06,MS,6
2017-11-06,MT,12
2017-11-06,PA,14
2017-11-06,PB,3
2017-11-06,PE,18
2017-11-06,PI,8
2017-11-06,PR,50
2017-11-06,RJ,161
2017-11-06,RN,7
2017-11-06,RO,2
2017-11-06,RS,69
2017-11-06,SC,52
2017-11-06,SE,6
2017-11-06,SP,486
2017-11-13,AC,2
2017-11-13,AL,4
2017-11-13,AM,1
2017-11-13,BA,45
2017-11-13,CE,19
2017-11-13,DF,25
2017-11-13,ES,25
2017-11-13,GO,25
2017-11-13,MA,8
2017-11-13,MG,137
2017-11-13,MS,7
2017-11-13,MT,14
2017-11-13,PA,7
2017-11-13,PB,5
2017-11-13,PE,30
2017-11-13,PI,4
2017-11-13,PR,63
2017-11-13,RJ,167
2017-11-13,RN,8
2017-11-13,RO,2
2017-11-13,RS,71
2017-11-13,SC,48
2017-11-13,SE,5
2017-11-13,SP,529
2017-11-13,TO,8
2017-11-20,AC,1
2017-11-20,AL,14
2017-11-20,AM,3
2017-11-20,AP,2
2017-11-20,BA,109
2017-11-20,CE,43
2017-11-20,DF,65
2017-11-20,ES,75
2017-11-20,GO,71
2017-11-20,MA,21
2017-11-20,MG,400
2017-11-20,MS,19
2017-11-20,MT,29
2017-11-20,PA,26
2017-11-20,PB,9
2017-11-20,PE,45
2017-11-20,PI,11
2017-11-20,PR,136
2017-11-20,RJ,407
2017-11-20,RN,10
2017-11-20,RO,6
2017-11-20,RR,2
2017-11-20,RS,167
2017-11-20,SC,121
2017-11-20,SE,10
2017-11-20,SP,1108
2017-11-20,TO,5
2017-11-27,AC,1
2017-11-27,AL,6
2017-11-27,AM,4
2017-11-27,AP,1
2017-11-27,BA,63
2017-11-27,CE,20
2017-11-27,DF,48
2017-11-27,ES,45
2017-11-27,GO,30
2017-11-27,MA,11
2017-11-27,MG,284
2017-11-27,MS,8
2017-11-27,MT,14
2017-11-27,PA,18
2017-11-27,PB,10
2017-11-27,PE,34
2017-11-27,PI,8
2017-11-27,PR,111
2017-11-27,RJ,297
2017-11-27,RN,12
2017-11-27,RO,2
2017-11-27,RS,107
2017-11-27,SC,67
2017-11-27,SE,6
2017-11-27,SP,835
2017-11-27,TO,5
2017-12-04,AC,1
2017-12-04,AL,3
2017-12-04,AM,1
2017-12-04,AP,2
2017-12-04,BA,48
2017-12-04,CE,18
2017-12-04,DF,38
2017-12-04,ES,32
2017-12-04,GO,40
2017-12-04,MA,10
2017-12-04,MG,208
2017-12-04,MS,8
2017-12-04,MT,20
2017-12-04,PA,21
2017-12-04,PB,8
2017-12-04,PE,27
2017-12-04,PI,9
2017-12-04,PR,67
2017-12-04,RJ,242
2017-12-04,RN,7
2017-12-04,RO,1
2017-12-04,RS,90
2017-12-04,SC,55
2017-12-04,SE,3
2017-12-04,SP,668
2017-12-04,TO,4
2017-12-11,AC,1
2017-12-11,AL,2
2017-12-11,AM,2
2017-12-11,AP,1
2017-12-11,BA,49
2017-12-11,CE,18
2017-12-11,DF,32
2017-12-11,ES,33
2017-12-11,GO,36
2017-12-11,MA,11
2017-12-11,MG,156
2017-12-11,MS,10
2017-12-11,MT,7
2017-12-11,PA,10
2017-12-11,PB,12
2017-12-11,PE,26
2017-12-11,PI,4
2017-12-11,PR,75
2017-12-11,RJ,170
2017-12-11,RN,9
2017-12-11,RO,7
2017-12-11,RS,65
2017-12-11,SC,53
2017-12-11,SE,5
2017-12-11,SP,569
2017-12-11,TO,4
2017-12-18,AC,2
2017-12-18,AL,1
2017-12-18,AM,1
2017-12-18,BA,38
2017-12-18,CE,15
2017-12-18,DF,24
2017-12-18,ES,15
2017-12-18,GO,21
2017-12-18,MA,9
2017-12-18,MG,102
2017-12-18,MS,9
2017-12-18,MT,6
2017-12-18,PA,12
2017-12-18,PB,6
2017-12-18,PE,19
2017-12-18,PI,3
2017-12-18,PR,54
2017-12-18,RJ,127
2017-12-18,RN,8
2017-12-18,RO,2
2017-12-18,RS,52
2017-12-18,SC,25
2017-12-18,SE,5
2017-12-18,SP,395
2017-12-18,TO,1
2017-12-25,AC,1
2017-12-25,AL,2
2017-12-25,AM,1
2017-12-25,AP,1
2017-12-25,BA,28
2017-12-25,CE,18
2017-12-25,DF,19
2017-12-25,ES,13
2017-12-25,GO,22
2017-12-25,MA,8
2017-12-25,MG,105
2017-12-25,MS,2
2017-12-25,MT,10
2017-12-25,PA,7
2017-12-25,PB,9
2017-12-25,PE,14
2017-12-25,PI,5
2017-12-25,PR,37
2017-12-25,RJ,100
2017-12-25,RN,4
2017-12-25,RO,1
2017-12-25,RS,37
2017-12-25,SC,38
2017-12-25,SE,5
2017-12-25,SP,366
2017-12-25,TO,4
2018-01-01,AL,5
2018-01-01,AM,1
2018-01-01,AP,4
2018-01-01,BA,50
2018-01-01,CE,19
2018-01-01,DF,27
2018-01-01,ES,32
2018-01-01,GO,26
2018-01-01,MA,13
2018-01-01,MG,141
2018-01-01,MS,16
2018-01-01,MT,11
2018-01-01,PA,12
2018-01-01,PB,9
2018-01-01,PE,14
2018-01-01,PI,7
2018-01-01,PR,63
2018-01-01,RJ,189
2018-01-01,RN,8
2018-01-01,RO,6
2018-01-01,RS,73
2018-01-01,SC,58
2018-01-01,SE,4
2018-01-01,SP,548
2018-01-01,TO,5
2018-01-08,AC,4
2018-01-08,AL,8
2018-01-08,AM,3
2018-01-08,AP,1
2018-01-08,BA,62
2018-01-08,CE,25
2018-01-08,DF,24
2018-01-08,ES,35
2018-01-08,GO,39
2018-01-08,MA,22
2018-01-08,MG,218
2018-01-08,MS,21
2018-01-08,MT,22
2018-01-08,PA,21
2018-01-08,PB,7
2018-01-08,PE,26
2018-01-08,PI,13
2018-01-08,PR,103
2018-01-08,RJ,191
2018-01-08,RN,9
2018-01-08,RO,6
2018-01-08,RS,78
2018-01-08,SC,77
2018-01-08,SE,5
2018-01-08,SP,714
2018-01-08,TO,4
2018-01-15,AC,1
2018-01-15,AL,9
2018-01-15,AM,4
2018-01-15,AP,4
2018-01-15,BA,57
2018-01-15,CE,17
2018-01-15,DF,34
2018-01-15,ES,34
2018-01-15,GO,37
2018-01-15,MA,10
2018-01-15,MG,205
2018-01-15,MS,15
2018-01-15,MT,21
2018-01-15,PA,16
2018-01-15,PB,6
2018-01-15,PE,27
2018-01-15,PI,15
2018-01-15,PR,81
2018-01-15,RJ,186
2018-01-15,RN,13
2018-01-15,RO,3
2018-01-15,RS,86
2018-01-15,SC,77
2018-01-15,SE,4
2018-01-15,SP,738
2018-01-15,TO,4
2018-01-22,AL,12
2018-01-22,AM,3
2018-01-22,AP,2
2018-01-22,BA,41
2018-01-22,CE,11
2018-01-22,DF,31
2018-01-22,ES,24
2018-01-22,GO,26
2018-01-22,MA,10
2018-01-22,MG,199
2018-01-22,MS,15
2018-01-22,MT,21
2018-01-22,PA,10
2018-01-22,PB,6
2018-01-22,PE,23
2018-01-22,PI,9
2018-01-22,PR,90
2018-01-22,RJ,178
2018-01-22,RN,11
2018-01-22,RO,3
2018-01-22,RR,1
2018-01-22,RS,86
2018-01-22,SC,63
2018-01-22,SE,3
2018-01-22,SP,667
2018-01-29,AC,1
2018-01-29,AL,4
2018-01-29,AM,1
2018-01-29,AP,2
2018-01-29,BA,46
2018-01-29,CE,12
2018-01-29,DF,45
2018-01-29,ES,35
2018-01-29,GO,41
2018-01-29,MA,4
2018-01-29,MG,193
2018-01-29,MS,13
2018-01-29,MT,16
2018-01-29,PA,20
2018-01-29,PB,8
2018-01-29,PE,31
2018-01-29,PI,8
2018-01-29,PR,69
2018-01-29,RJ,215
2018-01-29,RN,2
2018-01-29,RO,4
2018-01-29,RS,84
2018-01-29,SC,71
2018-01-29,SE,3
2018-01-29,SP,627
2018-01-29,TO,6
2018-02-05,AC,1
2018-02-05,AL,5
2018-02-05,BA,42
2018-02-05,CE,23
2018-02-05,DF,42
2018-02-05,ES,38
2018-02-05,GO,36
2018-02-05,MA,18
2018-02-05,MG,210
2018-02-05,MS,8
2018-02-05,MT,17
2018-02-05,PA,14
2018-02-05,PB,8
2018-02-05,PE,30
2018-02-05,PI,11
2018-02-05,PR,81
2018-02-05,RJ,179
2018-02-05,RN,6
2018-02-05,RO,1
2018-02-05,RR,1
2018-02-05,RS,82
2018-02-05,SC,54
2018-02-05,SE,2
2018-02-05,SP,628
2018-02-05,TO,4
2018-02-12,AC,1
2018-02-12,AL,7
2018-02-12,AM,3
2018-02-12,BA,47
2018-02-12,CE,15
2018-02-12,DF,45
2018-02-12,ES,28
2018-02-12,GO,37
2018-02-12,MA,13
2018-02-12,MG,168
2018-02-12,MS,20
2018-02-12,MT,18
2018-02-12,PA,15
2018-02-12,PB,11
2018-02-12,PE,28
2018-02-12,PI,4
2018-02-12,PR,79
2018-02-12,RJ,188
2018-02-12,RN,5
2018-02-12,RO,2
2018-02-12,RS,87
2018-02-12,SC,68
2018-02-12,SE,4
2018-02-12,SP,699
2018-02-12,TO,3
2018-02-19,AC,1
2018-02-19,AL,10
2018-02-19,AM,4
2018-02-19,BA,60
2018-02-19,CE,27
2018-02-19,DF,37
2018-02-19,ES,44
2018-02-19,GO,28
2018-02-19,MA,13
2018-02-19,MG,204
2018-02-19,MS,14
2018-02-19,MT,13
2018-02-19,PA,9
2018-02-19,PB,9
2018-02-19,PE,28
2018-02-19,PI,9
2018-02-19,PR,89
2018-02-19,RJ,258
2018-02-19,RN,7
2018-02-19,RO,7
2018-02-19,RR,1
2018-02-19,RS,104
2018-02-19,SC,67
2018-02-19,SE,5
2018-02-19,SP,660
2018-02-19,TO,5
2018-02-26,AC,2
2018-02-26,AL,4
2018-02-26,AM,3
2018-02-26,BA,62
2018-02-26,CE,24
2018-02-26,DF,40
2018-02-26,ES,39
2018-02-26,GO,40
2018-02-26,MA,13
2018-02-26,MG,217
2018-02-26,MS,19
2018-02-26,MT,20
2018-02-26,PA,25
2018-02-26,PB,11
2018-02-26,PE,27
2018-02-26,PI,5
2018-02-26,PR,106
2018-02-26,RJ,274
2018-02-26,RN,16
2018-02-26,RO,4
2018-02-26,RR,2
2018-02-26,RS,107
2018-02-26,SC,71
2018-02-26,SE,5
2018-02-26,SP,705
2018-02-26,TO,8
2018-03-05,AL,9
2018-03-05,AP,1
2018-03-05,BA,58
2018-03-05,CE,24
2018-03-05,DF,30
2018-03-05,ES,29
2018-03-05,GO,32
2018-03-05,MA,12
2018-03-05,MG,219
2018-03-05,MS,13
2018-03-05,MT,13
2018-03-05,PA,18
2018-03-05,PB,6
2018-03-05,PE,35
2018-03-05,PI,10
2018-03-05,PR,84
2018-03-05,RJ,213
2018-03-05,RN,3
2018-03-05,RO,3
2018-03-05,RR,3
2018-03-05,RS,84
2018-03-05,SC,56
2018-03-05,SE,9
2018-03-05,SP,628
2018-03-05,TO,6
2018-03-12,AL,1
2018-03-12,AM,4
2018-03-12,AP,2
2018-03-12,BA,60
2018-03-12,CE,16
2018-03-12,DF,33
2018-03-12,ES,21
2018-03-12,GO,39
2018-03-12,MA,12
2018-03-12,MG,184
2018-03-12,MS,13
2018-03-12,MT,10
2018-03-12,PA,16
2018-03-12,PB,10
2018-03-12,PE,21
2018-03-12,PI,8
2018-03-12,PR,85
2018-03-12,RJ,196
2018-03-12,RN,4
2018-03-12,RO,3
2018-03-12,RS,92
2018-03-12,SC,48
2018-03-12,SE,1
2018-03-12,SP,659
2018-03-12,TO,3
2018-03-19,AL,9
2018-03-19,AP,2
2018-03-19,BA,47
2018-03-19,CE,24
2018-03-19,DF,35
2018-03-19,ES,37
2018-03-19,GO,27
2018-03-19,MA,12
2018-03-19,MG,199
2018-03-19,MS,13
2018-03-19,MT,13
2018-03-19,PA,12
2018-03-19,PB,6
2018-03-19,PE,25
2018-03-19,PI,8
2018-03-19,PR,79
2018-03-19,RJ,164
2018-03-19,RN,10
2018-03-19,RO,1
2018-03-19,RR,1
2018-03-19,RS,104
2018-03-19,SC,65
2018-03-19,SE,4
2018-03-19,SP,769
2018-03-19,TO,5
2018-03-26,AL,7
2018-03-26,AM,2
2018-03-26,AP,1
2018-03-26,BA,47
2018-03-26,CE,21
2018-03-26,DF,34
2018-03-26,ES,35
2018-03-26,GO,26
2018-03-26,MA,9
2018-03-26,MG,156
2018-03-26,MS,12
2018-03-26,MT,7
2018-03-26,PA,8
2018-03-26,PB,9
2018-03-26,PE,17
2018-03-26,PI,6
2018-03-26,PR,80
2018-03-26,RJ,181
2018-03-26,RN,9
2018-03-26,RO,3
2018-03-26,RS,82
2018-03-26,SC,45
2018-03-26,SE,2
2018-03-26,SP,629
2018-03-26,TO,3
2018-04-02,AL,8
2018-04-02,AM,2
2018-04-02,AP,1
2018-04-02,BA,54
2018-04-02,CE,25
2018-04-02,DF,28
2018-04-02,ES,39
2018-04-02,GO,28
2018-04-02,MA,6
2018-04-02,MG,157
2018-04-02,MS,10
2018-04-02,MT,13
2018-04-02,PA,13
2018-04-02,PB,4
2018-04-02,PE,27
2018-04-02,PI,6
2018-04-02,PR,83
2018-04-02,RJ,179
2018-04-02,RN,6
2018-04-02,RO,4
2018-04-02,RR,1
2018-04-02,RS,74
2018-04-02,SC,45
2018-04-02,SE,5
2018-04-02,SP,730
2018-04-02,TO,7
2018-04-09,AC,2
2018-04-09,AL,1
2018-04-09,AM,2
2018-04-09,AP,3
2018-04-09,BA,46
2018-04-09,CE,19
2018-04-09,DF,34
2018-04-09,ES,29
2018-04-09,GO,23
2018-04-09,MA,10
2018-04-09,MG,190
2018-04-09,MS,10
2018-04-09,MT,15
2018-04-09,PA,16
2018-04-09,PB,12
2018-04-09,PE,17
2018-04-09,PI,11
2018-04-09,PR,80
2018-04-09,RJ,171
2018-04-09,RN,7
2018-04-09,RO,1
2018-04-09,RS,87
2018-04-09,SC,53
2018-04-09,SE,1
2018-04-09,SP,678
2018-04-09,TO,4
2018-04-16,AC,1
2018-04-16,AL,11
2018-04-16,AM,1
2018-04-16,BA,41
2018-04-16,CE,26
2018-04-16,DF,40
2018-04-16,ES,22
2018-04-16,GO,42
2018-04-16,MA,8
2018-04-16,MG,196
2018-04-16,MS,10
2018-04-16,MT,12
2018-04-16,PA,16
2018-04-16,PB,4
2018-04-16,PE,34
2018-04-16,PI,6
2018-04-16,PR,97
2018-04-16,RJ,214
2018-04-16,RN,12
2018-04-16,RO,2
2018-04-16,RS,96
2018-04-16,SC,62
2018-04-16,SE,1
2018-04-16,SP,680
2018-04-16,TO,3
2018-04-23,AC,1
2018-04-23,AL,6
2018-04-23,AM,1
2018-04-23,BA,57
2018-04-23,CE,18
2018-04-23,DF,35
2018-04-23,ES,39
2018-04-23,GO,29
2018-04-23,MA,18
2018-04-23,MG,184
2018-04-23,MS,12
2018-04-23,MT,21
2018-04-23,PA,17
2018-04-23,PB,6
2018-04-23,PE,27
2018-04-23,PI,11
2018-04-23,PR,96
2018-04-23,RJ,196
2018-04-23,RN,7
2018-04-23,RO,3
2018-04-23,RR,1
2018-04-23,RS,66
2018-04-23,SC,68
2018-04-23,SE,6
2018-04-23,SP,718
2018-04-23,TO,5
2018-04-30,AC,1
2018-04-30,AL,4
2018-04-30,AM,4
2018-04-30,AP,1
2018-04-30,BA,81
2018-04-30,CE,24
2018-04-30,DF,33
2018-04-30,ES,36
2018-04-30,GO,49
2018-04-30,MA,7
2018-04-30,MG,187
2018-04-30,MS,10
2018-04-30,MT,23
2018-04-30,PA,9
2018-04-30,PB,7
2018-04-30,PE,24
2018-04-30,PI,5
2018-04-30,PR,82
2018-04-30,RJ,214
2018-04-30,RN,5
2018-04-30,RO,6
2018-04-30,RR,1
2018-04-30,RS,102
2018-04-30,SC,57
2018-04-30,SE,2
2018-04-30,SP,756
2018-04-30,TO,4
2018-05-07,AL,8
2018-05-07,AM,2
2018-05-07,AP,3
2018-05-07,BA,70
2018-05-07,CE,31
2018-05-07,DF,43
2018-05-07,ES,41
2018-05-07,GO,43
2018-05-07,MA,11
2018-05-07,MG,237
2018-05-07,MS,12
2018-05-07,MT,22
2018-05-07,PA,15
2018-05-07,PB,10
2018-05-07,PE,39
2018-05-07,PI,9
2018-05-07,PR,97
2018-05-07,RJ,257
2018-05-07,RN,8
2018-05-07,RO,4
2018-05-07,RS,101
2018-05-07,SC,72
2018-05-07,SE,2
2018-05-07,SP,800
2018-05-07,TO,6
2018-05-14,AL,3
2018-05-14,AM,2
2018-05-14,AP,1
2018-05-14,BA,46
2018-05-14,CE,13
2018-05-14,DF,42
2018-05-14,ES,39
2018-05-14,GO,29
2018-05-14,MA,8
2018-05-14,MG,204
2018-05-14,MS,8
2018-05-14,MT,12
2018-05-14,PA,9
2018-05-14,PB,4
2018-05-14,PE,21
2018-05-14,PI,10
2018-05-14,PR,73
2018-05-14,RJ,211
2018-05-14,RN,6
2018-05-14,RO,4
2018-05-14,RS,96
2018-05-14,SC,58
2018-05-14,SE,2
2018-05-14,SP,900
2018-05-14,TO,4
2018-05-21,AL,2
2018-05-21,BA,19
2018-05-21,CE,4
2018-05-21,DF,15
2018-05-21,ES,15
2018-05-21,GO,12
2018-05-21,MA,4
2018-05-21,MG,89
2018-05-21,MS,10
2018-05-21,MT,5
2018-05-21,PA,3
2018-05-21,PB,6
2018-05-21,PE,10
2018-05-21,PI,3
2018-05-21,PR,40
2018-05-21,RJ,96
2018-05-21,RN,2
2018-05-21,RO,3
2018-05-21,RS,35
2018-05-21,SC,35
2018-05-21,SE,1
2018-05-21,SP,532
2018-05-28,AC,1
2018-05-28,AL,7
2018-05-28,AM,2
2018-05-28,AP,1
2018-05-28,BA,52
2018-05-28,CE,15
2018-05-28,DF,27
2018-05-28,ES,13
2018-05-28,GO,15
2018-05-28,MA,6
2018-05-28,MG,115
2018-05-28,MS,9
2018-05-28,MT,8
2018-05-28,PA,8
2018-05-28,PB,3
2018-05-28,PE,23
2018-05-28,PI,5
2018-05-28,PR,45
2018-05-28,RJ,136
2018-05-28,RN,2
2018-05-28,RO,3
2018-05-28,RR,1
2018-05-28,RS,55
2018-05-28,SC,24
2018-05-28,SE,6
2018-05-28,SP,490
2018-05-28,TO,3
2018-06-04,AL,5
2018-06-04,AM,4
2018-06-04,AP,1
2018-06-04,BA,50
2018-06-04,CE,11
2018-06-04,DF,24
2018-06-04,ES,26
2018-06-04,GO,29
2018-06-04,MA,8
2018-06-04,MG,156
2018-06-04,MS,13
2018-06-04,MT,8
2018-06-04,PA,16
2018-06-04,PB,6
2018-06-04,PE,25
2018-06-04,PI,9
2018-06-04,PR,75
2018-06-04,RJ,163
2018-06-04,RN,7
2018-06-04,RO,2
2018-06-04,RR,3
2018-06-04,RS,70
2018-06-04,SC,53
2018-06-04,SE,5
2018-06-04,SP,648
2018-06-04,TO,5
2018-06-11,AC,1
2018-06-11,AL,6
2018-06-11,AM,1
2018-06-11,BA,51
2018-06-11,CE,13
2018-06-11,DF,43
2018-06-11,ES,31
2018-06-11,GO,18
2018-06-11,MA,13
2018-06-11,MG,191
2018-06-11,MS,13
2018-06-11,MT,14
2018-06-11,PA,16
2018-06-11,PB,6
2018-06-11,PE,23
2018-06-11,PI,5
2018-06-11,PR,71
2018-06-11,RJ,191
2018-06-11,RN,9
2018-06-11,RO,4
2018-06-11,RR,1
2018-06-11,RS,57
2018-06-11,SC,47
2018-06-11,SE,11
2018-06-11,SP,656
2018-06-11,TO,5
2018-06-18,AL,3
2018-06-18,AM,1
2018-06-18,BA,37
2018-06-18,CE,18
2018-06-18,DF,37
2018-06-18,ES,36
2018-06-18,GO,24
2018-06-18,MA,13
2018-06-18,MG,167
2018-06-18,MS,11
2018-06-18,MT,20
2018-06-18,PA,11
2018-06-18,PB,12
2018-06-18,PE,15
2018-06-18,PI,8
2018-06-18,PR,73
2018-06-18,RJ,151
2018-06-18,RN,10
2018-06-18,RO,1
2018-06-18,RS,71
2018-06-18,SC,55
2018-06-18,SE,3
2018-06-18,SP,662
2018-06-18,TO,4
2018-06-25,AC,2
2018-06-25,AL,6
2018-06-25,AM,2
2018-06-25,AP,1
2018-06-25,BA,44
2018-06-25,CE,19
2018-06-25,DF,29
2018-06-25,ES,29
2018-06-25,GO,30
2018-06-25,MA,5
2018-06-25,MG,165
2018-06-25,MS,7
2018-06-25,MT,18
2018-06-25,PA,8
2018-06-25,PB,6
2018-06-25,PE,19
2018-06-25,PI,5
2018-06-25,PR,77
2018-06-25,RJ,146
2018-06-25,RN,9
2018-06-25,RO,3
2018-06-25,RS,81
2018-06-25,SC,48
2018-06-25,SE,1
2018-06-25,SP,618
2018-06-25,TO,4
2018-07-02,AL,5
2018-07-02,AM,1
2018-07-02,AP,2
2018-07-02,BA,34
2018-07-02,CE,23
2018-07-02,DF,26
2018-07-02,ES,17
2018-07-02,GO,25
2018-07-02,MA,7
2018-07-02,MG,123
2018-07-02,MS,3
2018-07-02,MT,6
2018-07-02,PA,7
2018-07-02,PB,12
2018-07-02,PE,22
2018-07-02,PI,3
2018-07-02,PR,52
2018-07-02,RJ,128
2018-07-02,RN,3
2018-07-02,RO,4
2018-07-02,RR,1
2018-07-02,RS,60
2018-07-02,SC,38
2018-07-02,SE,3
2018-07-02,SP,571
2018-07-02,TO,2
2018-07-09,AL,6
2018-07-09,AM,4
2018-07-09,AP,4
2018-07-09,BA,50
2018-07-09,CE,21
2018-07-09,DF,28
2018-07-09,ES,29
2018-07-09,GO,28
2018-07-09,MA,9
2018-07-09,MG,83
2018-07-09,MS,7
2018-07-09,MT,9
2018-07-09,PA,10
2018-07-09,PB,10
2018-07-09,PE,34
2018-07-09,PI,10
2018-07-09,PR,59
2018-07-09,RJ,104
2018-07-09,RN,8
2018-07-09,RO,3
2018-07-09,RR,1
2018-07-09,RS,57
2018-07-09,SC,37
2018-07-09,SE,5
2018-07-09,SP,351
2018-07-09,TO,5
2018-07-16,AL,8
2018-07-16,AM,4
2018-07-16,BA,61
2018-07-16,CE,12
2018-07-16,DF,44
2018-07-16,ES,37
2018-07-16,GO,27
2018-07-16,MA,11
2018-07-16,MG,205
2018-07-16,MS,19
2018-07-16,MT,10
2018-07-16,PA,20
2018-07-16,PB,14
2018-07-16,PE,34
2018-07-16,PI,6
2018-07-16,PR,93
2018-07-16,RJ,205
2018-07-16,RN,7
2018-07-16,RO,3
2018-07-16,RR,2
2018-07-16,RS,84
2018-07-16,SC,52
2018-07-16,SE,6
2018-07-16,SP,680
2018-07-16,TO,5
2018-07-23,AC,4
2018-07-23,AL,2
2018-07-23,AM,7
2018-07-23,BA,76
2018-07-23,CE,24
2018-07-23,DF,51
2018-07-23,ES,26
2018-07-23,GO,25
2018-07-23,MA,10
2018-07-23,MG,159
2018-07-23,MS,15
2018-07-23,MT,13
2018-07-23,PA,15
2018-07-23,PB,10
2018-07-23,PE,31
2018-07-23,PI,10
2018-07-23,PR,83
2018-07-23,RJ,173
2018-07-23,RN,8
2018-07-23,RO,4
2018-07-23,RR,1
2018-07-23,RS,79
2018-07-23,SC,48
2018-07-23,SE,10
2018-07-23,SP,720
2018-07-23,TO,6
2018-07-30,AL,6
2018-07-30,AM,3
2018-07-30,BA,65
2018-07-30,CE,21
2018-07-30,DF,48
2018-07-30,ES,33
2018-07-30,GO,32
2018-07-30,MA,14
2018-07-30,MG,234
2018-07-30,MS,16
2018-07-30,MT,18
2018-07-30,PA,28
2018-07-30,PB,10
2018-07-30,PE,39
2018-07-30,PI,9
2018-07-30,PR,88
2018-07-30,RJ,227
2018-07-30,RN,6
2018-07-30,RO,4
2018-07-30,RS,80
2018-07-30,SC,47
2018-07-30,SE,9
2018-07-30,SP,958
2018-07-30,TO,7
2018-08-06,AC,2
2018-08-06,AL,10
2018-08-06,AP,1
2018-08-06,BA,62
2018-08-06,CE,25
2018-08-06,DF,46
2018-08-06,ES,34
2018-08-06,GO,43
2018-08-06,MA,8
2018-08-06,MG,210
2018-08-06,MS,15
2018-08-06,MT,12
2018-08-06,PA,12
2018-08-06,PB,10
2018-08-06,PE,23
2018-08-06,PI,10
2018-08-06,PR,109
2018-08-06,RJ,217
2018-08-06,RN,3
2018-08-06,RO,3
2018-08-06,RS,109
2018-08-06,SC,72
2018-08-06,SE,7
2018-08-06,SP,881
2018-08-06,TO,7
2018-08-13,AL,1
2018-08-13,AM,1
2018-08-13,AP,1
2018-08-13,BA,41
2018-08-13,CE,10
2018-08-13,DF,43
2018-08-13,ES,33
2018-08-13,GO,38
2018-08-13,MA,6
2018-08-13,MG,184
2018-08-13,MS,8
2018-08-13,MT,11
2018-08-13,PA,8
2018-08-13,PB,8
2018-08-13,PE,28
2018-08-13,PI,3
2018-08-13,PR,97
2018-08-13,RJ,232
2018-08-13,RN,10
2018-08-13,RO,2
2018-08-13,RS,96
2018-08-13,SC,67
2018-08-13,SE,9
2018-08-13,SP,900
2018-08-13,TO,2
2018-08-20,AC,1
2018-08-20,BA,10
2018-08-20,CE,3
2018-08-20,DF,20
2018-08-20,ES,12
2018-08-20,GO,10
2018-08-20,MA,3
2018-08-20,MG,127
2018-08-20,MS,1
2018-08-20,MT,4
2018-08-20,PB,3
2018-08-20,PE,5
2018-08-20,PI,1
2018-08-20,PR,48
2018-08-20,RJ,114
2018-08-20,RN,3
2018-08-20,RS,30
2018-08-20,SC,25
2018-08-20,SP,634
2018-08-27,MG,3
2018-08-27,PR,4
2018-08-27,RJ,5
2018-08-27,RS,2
2018-08-27,SC,1
2018-08-27,SP,101
